text,label,prediction
Gaaaaaaaaaaaaaaaaaaaaaaaaay U r fucking gaey.. Gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.,Toxic,Toxic
CURSE.. I curse you You will become impotent and gay.,Toxic,Toxic
FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAYFRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY FRANCE IS GAY.,Toxic,Toxic
GO FUCK YOURSELF.. Anyone who likes this movie is a cocksucking faggotTheFortyFive.,Toxic,Toxic
this is fun fuck you wikipediaha ha niggerzlolololol.,Toxic,Toxic
You dummasses I DID SAY THE DAMN RIGHT STUFF BUT YOU BASTARDS ACT LIKE IM MAKING MY OWN STORIES DUMMASSES.,Toxic,Toxic
Ian Reynolds is a faggot that is all.,Toxic,Toxic
I have two semiautomatic pistols and i am in a gang called the DAMN NIGS OF THA WESt.,Toxic,Toxic
he was the gayest person alive.,Toxic,Toxic
Lick my big jew nose BIG JEW NOSE.,Toxic,Toxic
hes a black pieceofshit.,Toxic,Toxic
HEY VACUOS EMPTY MINDED COLA GET A LIFE THE REASON NO ONE HAS EDITED YOUR GARBAGE ARTICLES IS BECAUSE NO ONE CARES ONLY CULT FANATICS WHO HAVE MAJOR EMOTIONAL PROBLEMS CARE ABOUT DAHN YOGA AND ITS SCUMMY LEADER.. HOW MUCH DO YOU WANT TO BET THAT THERE ARENT SOURCES IN THE KOREAN LANGUAGE LISTING YOUR BELOVED ILCHEE BASTARD AS THE DEVIANT GREEDY PRICK HE IS WHY ARE NONE OF THESE SOURCES UP OR THE FACT THAT LEES FORMER DEVOTEES HAVE GONE PUBLIC WITH ALLEGATIONS OF ALL SORTS OF EVILDOING.. END THE SHAM YOU CARE AS MUCH FOR WIKI AS ANY OTHER CULT FANATIC THE ARTICLES YOU HELPED TO EDIT ARE A REMOTE CRY FROM FAIR BALANCED OR FACTUAL.. END THE SHAM TAKE A GOOD LOOK IN THE MIRROR AND AT THE SAME TIME LOOK AT YOUR OWN CYNICAL SELF AND HOW IT IS THAT IN A WORLD FILLED WITH MORALS SPIRITUALITY AND CULTURE YOU CHOSE SUCH A FALSE AND CRIMINAL LIKE PATH.. BRING ON THE CRITICISM AS ONLY A COLA DAHN NUTJOB WOULD.,Toxic,Toxic
ZHANZHAO IS A MOTHERFUCKING PUSSY INDIANCHINESE BASTARD httptwittercomphoenixreporter.. unblockhttptwittercomphoenixreporter.. httptwittercomphoenixreporter.. httptwittercomphoenixreporter.. httptwittercomphoenixreporter.. I AM GONNA FLOOD THIS PAGE WAHAHHAHAAHAH ZHAN ZHAO IS A MOTHERFUCKING.,Toxic,Toxic
is gay because he is against anonymous.,Toxic,Toxic
Jerk Off.. I cant believe you Not only did you have the audacity to delete my page about Mr Jett Odle I you also reported me Let me tell you something you jerk you are a JEW.,Toxic,"
dear jerk off"
My mom sucks nigger dick.,Toxic,Toxic
This indofijian dude is a helpful janitor but sucks terribly at adding useful content to the bag otrivia.. Moreover after whining because he failed his request for adminship here he was promoted on the retardedenglish wiki and on metawiki.. Get DerHexers tools so you can revert faster you negrito.,Toxic,Toxic
My only amusement comes from its lack of reverting And the whomping a nigger bit dont know why.,Toxic,Toxic
I shall look forward to the day I hear of your death and I intend to continue terrorizing you and make your life a living hell you nasty little stupid Mexican faggot.,Toxic,Toxic
Just face the truth you cant escape it.. UserArilang didnt edit your foul slimy racist template you loser I suggest that YOU stop pretending that Manchus are ethnically Chinese How about YOU face the undeniable truth.. And how about YOU stop making false accusations about other users.. Following the blocking of the above user I am very surprised that you havent been blocked from editing Wikipedia as well given that your Manchu ethnicity template itself as created by you is also a blatant violation of Wikipedia policy .. Barnstar.. The Monkeys Barnstar For pushing forward fringe views on Wikipedia especially your foul slimy racist view that Manchus are ethnically Chinese You have proven yourself to be more barbaric than this monkey Heres a banana.. Congratulations for acting like a monkey.. Wow so you have managed to earn The Monkeys Barnstar You must be highly barbaric then .. Stop making false accusations.. Congratulations for calling User  the h word Well I have news for you User  is not ethnically Chinese So just face the truth and stop namecalling you racist Manchu Otherwise I will get my meatpuppets to stop you in your tracks.,Toxic,Toxic
graham broad is a total loser yes website woooo gay.,Toxic,Toxic
Was Diem a gay homosexual dictator.. He never had any female companion whatsoever He was definitely gayer than a sparkling vampire .,Toxic,Toxic
What possesses these weirdos.. Why on earth would people who consider themselves Christian even THINK that redirecting pages to Jesus will somehow lead people to seriously consider Christianity.. Idiots Idiots Idiots.. I feel better now.,Toxic,Toxic
lugia stop being a nigger please.,Toxic,Toxic
UNBLOCK ME OR BAN ME PERMANENTLY YOU NIGGER LOVERS.,Toxic,Toxic
you son of a bitch stop editing bolivia you dont live in south america you are a big fat gay liar why dont you edit your page instead Go fuck yourself with your american flag nigger.,Toxic,Toxic
ahem nigger nigger nigger nigger nigger nigger nigger Thank you.,Toxic,Toxic
Fuck You Your a Fag.,Toxic,Toxic
afds.. PUPPET MASTER.. TIPTOETY IS GAYYYY.,Toxic,Toxic
epic fail.. I seriously cannot believe it.. I CANNOT be BLOCKED or STOPPED.. Goodbye faggots.,Toxic,Toxic
Looks to me like a negro how can he be a butt Even the dick of Butt people is better looking than this negro Stop calling yourself Butt.. Usman Butt Gujranwala.,Toxic,Toxic
Homo.. Dont be gay mind your own fucking business.,Toxic,Toxic
The only reason anyone is voting for this man is because he is black He was raised a muslim and a threat to national security We can not let a muslim become the leader of our nation STOP BARACK OBAMA.,Toxic,Toxic
F you turk.. it is funny you have to live in seattle and france why dont you go back to your shithole turkey or even better yet to mongolia my people were around europe when your uncle and aunt were out fucking the pigs in mongolia that is sick you have european citizenship as an EU and US citizen i should report you the police and get you thrown out if nothing because you are a stinking lawyer get out of europe we dont need the stink you like to quote le pen he is a finer individual than the racist pigs of turkey who murder and never admit what hypocritical blood you have but i bet turks are too blind to ever see it no surprise good riddens.,Toxic,Toxic
even if we hate furfags and llolis and kid fuckers.,Toxic,Toxic
Hello.. Hey dude why dont you fuck off bitch You know being an asshole like yourself means your mother is a whore and a transvestite which means you were born of anal sex Hey guess what Your face sucks balls.,Toxic,Toxic
jake is gay and fat he likes aracely and conner.,Toxic,Toxic
fyu.. Jesus H Christ sorry if youre a jew How abusive from you you disgusting pile of shit.,Toxic,Toxic
your mums ugly.. your gay.,Toxic,Toxic
Something needs to be added about this.. What a friggin Hypocrite Leaving her husband and  young kids for some young guy Shes some Christian A real sinner no doubt Doesnt she do country music.. Its funny how some Christians like miss amy has such holier than thou when it comes to her music where she Rakes in the dough praising JC but her personal conduct is all about leaving her family and THREE YOUNG kids just for the hell of it.. By her logic you can be a serial killer and lynch black people and still go to heaven as long as you admit youre a sinner but someone like Gandhi or the Buddha is straight to hell Great theology folks.,Toxic,Toxic
So thats the bullshit they teach you in England No wonder you Europeans are so fucked up and genocidal You Christians and Muslims gained all your territories by right of conquest and thinks its okay yet you think Jews are evil Nazis when they do the same thing.. You are obviously British and you sound like a Communist Communists are just as evil and very similar to Nazis You are the ones who started the slavery in the Americas in the first place You are the ones who illegally colonized and occupied the world in the first place You are the ones who made it illegal for Jews to return to Israel and denied them entry into Britain and British colonies during World War II thus helping the Germans carry out the Holocaust Furthermore you show yourself to be a typical antiSemite You lie and say that Jews colonized Israel Jews did not colonize Israel Jews returned to Israel The Arabs were the ones who illegally colonized and continue to illegally occupy Israel Nableezy is also an antiSemite He is an Arab supremacist and claims that Israel is genocidal Jewish supremacist racist terrorism sponsor human rights violater sic misogynist fanatic and repressive Europeans and Muslims should not be allowed to edit articles about Jews I suggest you cease and desist from defaming Jews and withdraw yourselves from the socalled WikiProject Israel Palestine Collaboration.,Toxic,Toxic
That is not a insult That is a reality that link is a lint to a racist group And armenian grow up their children with racism They send their children to genocide camps and teach them how barbarian Turks are making genocide If you dont believe me please ask an Armenian user.,Toxic,Toxic
o why dont u get off my mothafuckin dick son u think i dont kno my shit nigga.,Toxic,Toxic
hey guys i will tell you a story about some guy his name is mahmood his mom was working at the milk factory one time she got pregnant and the babe fell inside milk it had some milky traveling around the milk factory so after  months floating in the milk he got out all white many people couldnt see him because he was in a milk factory now this dude smokes cocaine he already looks like cocaine so there is no use of him to take drugs he also came really retarded so now he kills everyonein black ops and black ops  he is a faggot because.,Toxic,Toxic
Hello bitch.. Hello little slut Do you always suck Israeli cocks so good to keep them happy You dirty whore.,Toxic,Toxic
Ah typical drunken Irish bitch If you even are a bitch You might even be a man or anintersexual thing.. The Irish are antiSemites who side with the Arabian imperialists in order steal the Jewish homeland You scum recognize the fake State of Palestine an illegal Arabian colonial entity on Jewish land.,Toxic,Toxic
